Time,Mach,Alpha_D,Altitude,Latitude,Longitude
375.05,1.531260064,1.532487524,50414.60711,33.28386141,-98.7657792
376.05,1.531260994,1.532490677,50414.61111,33.28475997,-98.77050216
377.05,1.531261875,1.532492774,50414.6148,33.28565872,-98.77522513
378.05,1.531262521,1.532495236,50414.61818,33.28655764,-98.77994809
379.05,1.531263157,1.532499325,50414.62127,33.28745673,-98.78467107
380.05,1.531263619,1.532500456,50414.62412,33.28835599,-98.78939405
381.05,1.53126389,1.532500577,50414.62675,33.28925541,-98.79411704
382.05,1.531264341,1.532501972,50414.62919,33.290155,-98.79884003
383.05,1.531264884,1.532503284,50414.63144,33.29105479,-98.80356302
384.05,1.531265447,1.532506188,50414.6335,33.29195477,-98.80828601
385.05,1.531265756,1.532509268,50414.63538,33.29285493,-98.81300901
386.05,1.531266028,1.532508526,50414.6371,33.29375526,-98.817732
387.05,1.531266226,1.532508792,50414.63868,33.29465577,-98.822455
388.05,1.531266358,1.532509844,50414.64014,33.29555646,-98.82717801
389.05,1.531266646,1.532511006,50414.64149,33.29645734,-98.83190101
390.05,1.531267039,1.532512801,50414.64274,33.29735842,-98.836624
391.05,1.531267395,1.532513305,50414.64388,33.2982597,-98.841347
392.05,1.531267536,1.532515805,50414.64493,33.29916117,-98.84606999
393.05,1.531267619,1.532515579,50414.64588,33.30006283,-98.85079299
394.05,1.531267603,1.532515102,50414.64676,33.30096467,-98.85551598
395.05,1.531267606,1.532514556,50414.64758,33.3018667,-98.86023897
396.05,1.531267758,1.532515033,50414.64835,33.30276892,-98.86496197
397.05,1.531267985,1.53251698,50414.64906,33.30367135,-98.86968495
398.05,1.53126814,1.532518373,50414.64971,33.30457398,-98.87440793
399.05,1.531268116,1.532519972,50414.65031,33.30547682,-98.87913091
400.05,1.531268058,1.532517392,50414.65085,33.30637984,-98.88385388
401.05,1.531268023,1.5325171,50414.65135,33.30728305,-98.88857686
402.05,1.531267912,1.532517593,50414.65181,33.30818645,-98.89329983
403.05,1.531268039,1.532518398,50414.65221,33.3090298,-98.89770794
404.05,1.531268056,1.532519653,50414.65265,33.30999385,-98.90274577
405.05,1.531268108,1.532520702,50414.65303,33.31089786,-98.90746872
406.05,1.531268036,1.532520557,50414.65338,33.31180207,-98.91219168
407.05,1.531267882,1.53251987,50414.6537,33.31270648,-98.91691463
408.05,1.531267717,1.532518467,50414.65399,33.31361106,-98.92163758
409.05,1.531267636,1.532517671,50414.65426,33.31451585,-98.92636053
410.05,1.531244065,1.692023023,50414.91691,33.31542082,-98.93108342
411.05,1.530672912,4.138893048,50425.21759,33.31632557,-98.93580419
412.05,1.529881221,3.49802759,50452.2645,33.31723024,-98.94052298
413.05,1.52946963,1.825300771,50495.37398,33.31813475,-98.94523932
414.05,1.529355424,0.7841643588,50542.82359,33.31903925,-98.94995427
415.05,1.52935765,0.7877108282,50585.69854,33.31994393,-98.95466928
416.05,1.5293621,1.296089561,50622.59398,33.32084886,-98.95938471
417.05,1.529320329,1.710144109,50656.71628,33.32175398,-98.96410025
418.05,1.529257336,1.832245224,50691.3974,33.32265924,-98.96881562
419.05,1.529223301,1.671344435,50727.61995,33.32356463,-98.97353079
420.05,1.529233149,1.541650789,50764.76616,33.32447013,-98.97824587
421.05,1.529275609,1.500106672,50801.72646,33.32537574,-98.98296105
422.017,1.529330368,1.545201931,50838.04133,33.32628149,-98.98767643
423.05,1.529394177,1.574794419,50873.83652,33.32718739,-98.99239203
424.05,1.529460362,1.613002613,50909.41403,33.32809345,-98.99710786
425.05,1.52952976,1.624004896,50944.96465,33.32899969,-99.00182391
426.05,1.529604686,1.619341045,50980.56856,33.32990611,-99.00654019
427.05,1.529683527,1.601914737,51016.20761,33.33081269,-99.0112567
428.05,1.529769481,1.606420282,51051.77317,33.33171944,-99.01597349
429.05,1.529856352,1.624117333,51087.16607,33.33262637,-99.02069056
430.05,1.529941353,1.639905502,51122.44069,33.33353349,-99.02540791
431.05,1.530024701,1.648406936,51157.67796,33.33444082,-99.03012552
432.05,1.530104398,1.64577784,51192.93981,33.33534836,-99.03484338
433.05,1.530187056,1.646141764,51228.19507,33.3362561,-99.03956149
434.05,1.530266543,1.658137903,51263.35934,33.33716404,-99.04427986
435.05,1.53034201,1.668917256,51298.46333,33.33807217,-99.04899847
436.05,1.530411462,1.684493801,51333.58489,33.3389805,-99.0537173
437.05,1.530481881,1.670654924,51368.6915,33.33988905,-99.05843635
438.05,1.530548302,1.682329378,51403.75461,33.34079783,-99.0631556
439.05,1.530609849,1.692688437,51438.77223,33.34170682,-99.06787504
440.05,1.530667224,1.69962239,51473.7816,33.34261601,-99.07259466
441.05,1.530720119,1.700683077,51508.80792,33.3435254,-99.07731445
442.05,1.530770874,1.706142188,51543.83524,33.34443501,-99.08203439
443.05,1.530817824,1.713709045,51578.83486,33.34534483,-99.08675448
444.05,1.530860858,1.720993702,51613.81803,33.34625488,-99.09147469
445.05,1.530897483,1.726849163,51646.4649,33.34710447,-99.09588032
446.05,1.530934285,1.720564265,51683.81794,33.34807564,-99.10091544
447.05,1.530968706,1.732179126,51718.81901,33.34898632,-99.10563596
448.05,1.530998739,1.744432138,51753.76492,33.34989721,-99.11035658
449.05,1.531025067,1.753155242,51788.7035,33.35080832,-99.11507728
450.05,1.531046416,1.7483212,51823.69231,33.35171966,-99.11979803
451.05,1.531069286,1.754843671,51858.70165,33.35263122,-99.12451883
452.05,1.531088602,1.766375896,51893.66048,33.35354299,-99.12923968
453.05,1.531104676,1.775792644,51928.60387,33.35445496,-99.13396058
454.05,1.531118133,1.781947764,51963.56079,33.35536713,-99.13868152
455.05,1.531127677,1.789547193,51998.56984,33.35627952,-99.14340247
456.05,1.531139886,1.781559036,52033.5883,33.35719214,-99.14812344
457.05,1.53114951,1.79421355,52068.56695,33.35810497,-99.15284443
458.05,1.531156479,1.805212657,52103.51819,33.35901801,-99.15756543
459.05,1.531159521,1.834824014,52138.5318,33.35993123,-99.16228643
460.05,1.531164306,1.805998226,52173.52555,33.36084466,-99.16700745
461.05,1.531168702,1.817324758,52208.53191,33.3617583,-99.17172845
462.05,1.531171075,1.827985143,52243.50863,33.36267216,-99.17644945
463.05,1.531169978,1.865920801,52278.54445,33.36358623,-99.18117042
464.05,1.531170327,1.828868024,52313.54131,33.3645005,-99.18589141
465.05,1.53117126,1.840141992,52348.57664,33.36541494,-99.19061237
466.05,1.531170537,1.851371122,52383.57484,33.36632959,-99.19533332
467.05,1.531168717,1.859655857,52418.57425,33.36724445,-99.20005426
468.05,1.531166182,1.865105814,52453.595,33.36815953,-99.20477517
469.05,1.531150385,2.009159063,52488.98676,33.36907479,-99.20949596
470.05,1.531155549,1.800956424,52524.0742,33.36999027,-99.21421686
471.05,1.5311617,1.856158414,52559.1221,33.37090593,-99.21893769
472.05,1.531159533,1.899825049,52593.93076,33.37182178,-99.22365854
473.05,1.531151129,1.911450826,52628.81255,33.37273785,-99.22837936
474.05,1.531146258,1.904648441,52663.85408,33.37365411,-99.23310013
475.05,1.531142229,1.904736572,52698.95914,33.37457055,-99.23782088
476.05,1.531136495,1.916114013,52734.10757,33.37548715,-99.24254161
477.05,1.531134947,1.905546826,52769.23182,33.37640394,-99.24726232
478.05,1.531130592,1.930241268,52804.34805,33.37732092,-99.251983
479.05,1.531128485,1.923073558,52839.42021,33.3782381,-99.25670368
480.05,1.531125365,1.93740011,52874.48277,33.37915546,-99.26142433
481.05,1.531121186,1.946574483,52909.54913,33.38007297,-99.26614497
482.05,1.531115133,1.979926545,52944.7037,33.38099066,-99.27086558
483.05,1.531112023,1.944175732,52979.82582,33.38190853,-99.27558618
484.05,1.53111011,1.95574519,53014.97273,33.3828266,-99.28030675
485.05,1.531107102,1.967360077,53050.08252,33.38374485,-99.28502731
486.083,1.531103579,1.976004473,53085.19329,33.38466326,-99.28974785
487.05,1.531099284,1.977929498,53120.33775,33.38558184,-99.29446838
488.05,1.531096637,1.984283411,53155.50103,33.38650059,-99.29918889
489.05,1.531093924,1.991513772,53190.6599,33.38741954,-99.30390938
490.05,1.531090985,1.998554467,53225.82019,33.38833868,-99.30862985
491.05,1.531087205,2.001460207,53260.99839,33.38925797,-99.3133503
492.05,1.531078699,1.998404985,53296.21592,33.39017743,-99.31807073
493.05,1.531072024,2.010000337,53331.42249,33.39109706,-99.32279114
494.217,1.531061863,2.023005904,53364.23564,33.39195556,-99.32719681
495.05,1.531005852,1.926525635,53402.07401,33.39293688,-99.33223173
496.05,1.530998517,1.958264312,53437.60301,33.393857,-99.33695186
497.05,1.530986883,2.028479988,53472.60438,33.3947773,-99.34167198
498.05,1.530965096,2.077615775,53507.43563,33.39569777,-99.34639206
499.05,1.530929664,2.087039058,53542.40919,33.39661843,-99.35111203
500.05,1.530888099,2.075612244,53577.59631,33.39753923,-99.35583187
501.05,1.530843019,2.081374733,53612.94567,33.39846015,-99.36055156
502.05,1.530800759,2.054435753,53648.26486,33.39938123,-99.36527113
503.05,1.530758547,2.070190503,53683.51536,33.40030248,-99.36999054
504.05,1.530718724,-0.07243740234,53714.27658,33.40122406,-99.37471059
505.05,1.531161205,-2.14001878,53728.02538,33.40214606,-99.37943139
506.05,1.532023879,-0.5038110755,53716.0594,33.40306868,-99.3841543
507.05,1.532809559,1.856557717,53684.59189,33.40399163,-99.38887877
508.05,1.533141107,3.155137373,53648.62757,33.404915,-99.39360445
509.05,1.533222177,3.173123649,53618.35972,33.40583896,-99.39833143
510.117,1.533310326,2.562656203,53595.61841,33.40676345,-99.40305934
511.05,1.533468688,2.01345293,53577.08921,33.40768825,-99.40778787
512.05,1.533648881,1.805047124,53558.97139,33.40861331,-99.41251686
513.05,1.533805908,1.879280349,53539.45234,33.40953864,-99.41724625
514.05,1.533908262,2.03957667,53518.68517,33.41046423,-99.42197595
515.05,1.533954012,2.147331854,53497.64916,33.4113901,-99.42670585
516.05,1.533955474,2.154384501,53477.1531,33.41231624,-99.43143586
517.05,1.53393428,2.106180792,53457.43075,33.4132426,-99.43616588
518.05,1.533899908,2.057019913,53438.24528,33.41416914,-99.44089585
519.05,1.533854812,2.03875774,53419.26468,33.41509586,-99.4456257
520.05,1.533793947,2.036131477,53400.32972,33.41602277,-99.45035538
521.05,1.53371938,2.040159533,53381.45151,33.41694986,-99.45508484
522.05,1.53363232,2.042345425,53362.66845,33.4178771,-99.45981406
523.05,1.533535637,2.039490367,53344.01746,33.41880448,-99.464543
524.05,1.533433482,2.038680952,53325.48864,33.419732,-99.46927164
525.05,1.533324666,2.030126907,53307.08024,33.42065966,-99.47399996
526.05,1.533213284,2.021232914,53288.79297,33.42158748,-99.47872794
527.05,1.533100463,2.01725958,53270.58022,33.42251543,-99.48345558
528.05,1.532987094,2.018734141,53252.40762,33.42344348,-99.48818288
529.05,1.532871839,2.013487977,53234.2948,33.42437166,-99.49290983
530.05,1.532758495,2.006777938,53216.26351,33.42529997,-99.49763643
531.05,1.532647449,2.001528053,53198.28936,33.42622842,-99.50236268
532.017,1.532540163,1.993268545,53180.3476,33.42715701,-99.5070886
533.05,1.53243433,2.003071654,53162.42494,33.4280857,-99.51181419
534.05,1.532330833,1.996462342,53144.54006,33.42901451,-99.51653948
535.05,1.532232396,1.989053714,53126.72202,33.42994346,-99.52126446
536.05,1.532138927,1.983641763,53108.94052,33.43087255,-99.52598914
537.05,1.532051015,1.985735747,53091.15982,33.43180179,-99.53071354
538.05,1.531965402,1.981752474,53073.39226,33.43273114,-99.53543768
539.05,1.531885123,1.976068541,53055.66766,33.43366062,-99.54016157
540.05,1.53181052,1.971346155,53037.96947,33.43459024,-99.54488524
541.05,1.531741118,1.967980384,53020.28433,33.43552002,-99.54960868
542.05,1.531676359,1.965350796,53002.60785,33.43644996,-99.55433191
543.05,1.531616138,1.962723812,52984.94161,33.43738003,-99.55905496
544.05,1.531560562,1.959756186,52967.28823,33.43831023,-99.56377784
545.05,1.531509824,1.956498667,52949.64848,33.43924059,-99.56850056
546.05,1.531464769,1.958467025,52932.00502,33.44017112,-99.57322313
547.05,1.531421752,1.953404633,52914.37283,33.44110182,-99.57794557
548.05,1.531383354,1.946961015,52896.776,33.44203267,-99.58266789
549.05,1.531349314,1.942156205,52879.19249,33.44296366,-99.5873901
550.05,1.531319734,1.936840263,52861.601,33.44389482,-99.59211223
551.05,1.53129321,1.938643026,52844.01046,33.44482615,-99.59683427
552.05,1.531269751,1.935086205,52826.42475,33.44575767,-99.60155624
553.05,1.531249244,1.931315905,52808.85066,33.44668935,-99.60627814
554.05,1.531231736,1.927818045,52791.28338,33.44762119,-99.61099999
555.05,1.531218077,1.930026719,52773.70329,33.44855319,-99.6157218
556.05,1.531205025,1.925260961,52756.12672,33.44948538,-99.62044358
557.05,1.531194868,1.919034771,52738.58015,33.45041775,-99.62516531
558.05,1.531187031,1.914297834,52721.0431,33.45135031,-99.62988703
559.05,1.531181516,1.908989727,52703.49497,33.45228304,-99.63460873
560.05,1.531177015,1.910753229,52685.94473,33.45321593,-99.63933043
561.05,1.53117417,1.907205186,52668.39652,33.454149,-99.64405211
562.05,1.531172957,1.903474349,52650.8571,33.45508227,-99.6487738
563.05,1.531172891,1.90003289,52633.32188,33.45601574,-99.65349548
564.05,1.53117467,1.902331289,52615.77146,33.45694938,-99.65821717
565.05,1.531175148,1.897558009,52598.22282,33.45788318,-99.66293887
566.05,1.531177388,1.89134249,52580.70274,33.45881717,-99.66766059
567.05,1.531181447,1.888476356,52563.185,33.45975136,-99.67238232
568.05,1.531186452,1.890204443,52545.64596,33.46068574,-99.67710405
569.05,1.531189747,1.885026576,52528.10986,33.46162032,-99.68182581
570.05,1.53119403,1.878819993,52510.60039,33.46255506,-99.68654759
571.05,1.531199177,1.874321791,52493.09633,33.46348999,-99.69126939
572.517,1.531204634,1.871702267,52476.75274,33.46436276,-99.69567642
573.05,1.531267974,1.859351267,52457.11833,33.46536051,-99.70071312
574.05,1.531218417,2.113768734,52438.82996,33.46629602,-99.70543493
575.05,1.531190349,1.915090784,52421.72734,33.46723172,-99.71015682
576.05,1.531196287,1.788198748,52405.25283,33.46816763,-99.71487868
577.05,1.531217847,1.763366723,52388.40514,33.46910375,-99.71960056
578.05,1.53123623,1.820333227,52370.97294,33.47004003,-99.72432246
579.05,1.5312453,1.861329489,52353.20798,33.47097648,-99.7290444
580.05,1.531248078,1.873532315,52335.45589,33.47191311,-99.73376637
581.05,1.531249847,1.862264372,52317.86336,33.47284994,-99.73848836
582.05,1.531254418,1.837010903,52300.38077,33.47378697,-99.74321037
583.05,1.531258939,1.838700522,52282.94923,33.47472418,-99.7479324
584.05,1.531264146,1.83198737,52265.49594,33.47566157,-99.75265445
585.05,1.531269278,1.830235457,52248.01587,33.47659912,-99.75737652
586.05,1.531275002,1.822122317,52230.48964,33.47753686,-99.76209862
587.05,1.531278362,1.833904957,52212.97108,33.4784748,-99.76682072
588.05,1.53128103,1.827515207,52195.46907,33.47941294,-99.77154284
589.05,1.53128392,1.821203697,52177.99362,33.48035126,-99.77626498
590.05,1.531287082,1.816941809,52160.52051,33.48128975,-99.78098713
591.05,1.531291145,1.806633334,52143.01623,33.48222842,-99.7857093
592.05,1.531293271,1.817701042,52125.518,33.48316728,-99.79043148
593.05,1.531294981,1.811806803,52108.02804,33.48410635,-99.79515366
594.05,1.531296865,1.806256906,52090.55805,33.48504561,-99.79987586
595.05,1.531299822,1.79459806,52073.06719,33.48598505,-99.80459807
596.05,1.531300867,1.805103618,52055.5827,33.48692466,-99.80932028
597.05,1.531301744,1.799418418,52038.10203,33.48786447,-99.81404251
598.05,1.531303101,1.794313708,52020.6372,33.48880447,-99.81876474
599.083,1.531304499,1.790769683,52003.1717,33.48974468,-99.82348698
600.05,1.531305791,1.790333545,51985.69281,33.49068508,-99.82820922
601.05,1.531306025,1.787199245,51968.21156,33.49162565,-99.83293146
602.05,1.531306316,1.783521033,51950.73975,33.4925664,-99.83765372
603.05,1.531306876,1.780035009,51933.27263,33.49350735,-99.84237598
604.05,1.53130857,1.769208232,51915.78436,33.4944485,-99.84709825
605.05,1.531308289,1.779373741,51898.30922,33.49538985,-99.85182051
606.05,1.531307663,1.773044022,51880.84432,33.49633139,-99.85654277
607.05,1.531307492,1.767560698,51863.39695,33.49727311,-99.86126504
608.05,1.531308541,1.756276408,51845.92563,33.498215,-99.86598733
609.05,1.531307937,1.766983382,51828.45898,33.49915709,-99.8707096
610.05,1.531307226,1.761364037,51810.99704,33.50009937,-99.87543188
611.05,1.531306939,1.75621435,51793.55186,33.50104186,-99.88015416
612.05,1.531306714,1.752641851,51776.10635,33.50198454,-99.88487644
613.05,1.531307473,1.742514629,51758.63198,33.50292739,-99.88959873
614.05,1.531306238,1.753245278,51741.16651,33.50387042,-99.89432102
615.283,1.531305124,1.747106311,51723.71204,33.50481364,-99.89904331
616.05,1.531315081,1.79159023,51706.11558,33.50575708,-99.90376561
617.05,1.531304416,1.767467879,51688.49586,33.50670072,-99.9084879
618.05,1.531299137,1.743069215,51671.17209,33.50764453,-99.91321019
619.05,1.531298896,1.719030102,51653.91643,33.50858851,-99.91793248
620.05,1.531301377,1.715467512,51636.58282,33.50953269,-99.92265477
621.05,1.53130335,1.722147143,51619.13901,33.51047706,-99.92737706
622.05,1.531304579,1.719854626,51601.62027,33.51142163,-99.93209936
623.05,1.531302586,1.732169438,51584.12505,33.51236639,-99.93682166
624.05,1.531300435,1.723556191,51566.6759,33.51331131,-99.94154396
625.05,1.531299459,1.715153515,51549.26827,33.51425641,-99.94626627
626.05,1.531300487,1.702698097,51531.83934,33.5152017,-99.95098858
627.05,1.531299927,1.713696489,51514.40527,33.51614717,-99.95571089
628.05,1.531299017,1.709008657,51496.96776,33.51709284,-99.9604332
629.05,1.531298398,1.70447933,51479.54407,33.5180387,-99.96515552
630.05,1.531298,1.701028319,51462.12157,33.51898474,-99.96987784
631.05,1.531298671,1.690831803,51444.67287,33.51993094,-99.97460016
632.05,1.531297585,1.701308983,51427.23425,33.52087733,-99.97932249
633.05,1.531296616,1.695098943,51409.80753,33.52182391,-99.98404482
634.05,1.531296315,1.689565498,51392.39978,33.52277069,-99.98876715
635.05,1.531297198,1.678409485,51374.96843,33.52371767,-99.99348948
636.05,1.5312963,1.689051814,51357.54075,33.52466481,-99.99821182
637.05,1.531295233,1.683482062,51340.11868,33.52561213,-100.0029342
638.05,1.531294837,1.678391734,51322.71326,33.52655963,-100.0076565
639.083,1.531294933,1.674930446,51305.30697,33.52750734,-100.0123788
640.05,1.531295293,1.674681213,51287.88639,33.52845523,-100.0171012
641.05,1.531294658,1.671641889,51270.46355,33.52940332,-100.0218235
642.05,1.531294003,1.668038477,51253.05053,33.53035158,-100.0265459
643.05,1.531293563,1.664637179,51235.64219,33.53130002,-100.0312683
644.05,1.531294386,1.654129429,51218.21239,33.53224863,-100.0359906
645.05,1.531293462,1.66422391,51200.79463,33.53319744,-100.040713
646.05,1.531292521,1.65792848,51183.38895,33.53414644,-100.0454353
647.05,1.531292222,1.652507639,51166.00074,33.53509564,-100.0501577
648.05,1.531293201,1.64159756,51148.58756,33.53604502,-100.0548801
649.05,1.531292372,1.652293332,51131.17737,33.53699456,-100.0596025
650.05,1.531291516,1.646727765,51113.77379,33.53794429,-100.0643248
651.05,1.531291357,1.64160953,51096.38735,33.53889421,-100.0690472
652.05,1.531291566,1.638164155,51078.99996,33.53984434,-100.0737696
653.05,1.531292702,1.628419397,51061.58294,33.54079466,-100.078492
654.05,1.531291659,1.639087436,51044.17379,33.54174515,-100.0832144
655.05,1.531290879,1.630837933,51026.77104,33.54269582,-100.0879368
656.05,1.531290168,1.6290747,51009.39166,33.54364666,-100.0926592
657.05,1.531291128,1.616809588,50991.99376,33.5445977,-100.0973816
658.05,1.53129054,1.626530284,50974.60381,33.54554893,-100.102104
659.05,1.53128984,1.620857506,50957.2182,33.54650035,-100.1068264
660.05,1.531289513,1.61611919,50939.84505,33.54745196,-100.1115488
661.05,1.53128944,1.613063127,50922.46823,33.54840374,-100.1162712
662.05,1.53128931,1.611003825,50905.08345,33.5493557,-100.1209936
663.05,1.531289224,1.608943,50887.69492,33.55030784,-100.1257161
664.05,1.531289208,1.606399844,50870.30815,33.55126017,-100.1304385
665.05,1.531289162,1.603465599,50852.92557,33.5522127,-100.1351609
666.05,1.531290021,1.592984609,50835.52486,33.55316543,-100.1398834
667.05,1.53128895,1.602698805,50818.13865,33.55411833,-100.1446058
668.05,1.531287933,1.596224287,50800.76637,33.5550714,-100.1493282
669.05,1.531287631,1.590838773,50783.41069,33.55602465,-100.1540507
670.05,1.531288926,1.580238886,50766.02841,33.5569781,-100.1587731
671.05,1.531288346,1.591003537,50748.64775,33.55793173,-100.1634956
672.05,1.531287525,1.585475906,50731.27498,33.55888556,-100.168218
673.05,1.531287093,1.580344332,50713.9199,33.55983957,-100.1729405
674.05,1.531286984,1.576938352,50696.56369,33.56079376,-100.1776629
675.05,1.531287946,1.567398705,50679.17742,33.56174812,-100.1823854
676.05,1.531286995,1.578031091,50661.79836,33.56270266,-100.1871079
677.05,1.531286138,1.571901866,50644.43374,33.56365739,-100.1918304
678.05,1.531286044,1.56635084,50627.08916,33.56461232,-100.1965528
679.05,1.531287271,1.555530893,50609.7205,33.56556744,-100.2012753
680.05,1.531286415,1.566122153,50592.35365,33.56652274,-100.2059978
681.05,1.531285452,1.560619808,50574.99425,33.56747821,-100.2107203
682.05,1.531285081,1.55558705,50557.65166,33.56843386,-100.2154428
683.05,1.531278597,1.608003176,50540.43612,33.56938969,-100.2201653
684.05,1.531239956,1.735620688,50523.94102,33.5703457,-100.2248877
685.05,1.531162179,1.823647422,50509.13291,33.57130188,-100.22961
686.05,1.531065822,1.803244327,50496.67067,33.57225822,-100.2343321
687.05,1.53097087,1.731659675,50486.52047,33.5732147,-100.2390539
688.05,1.530887146,1.66007264,50478.1478,33.57417131,-100.2437756
689.05,1.530812946,1.62802251,50471.00209,33.57512803,-100.248497
690.05,1.530746228,1.614727417,50464.72364,33.5760849,-100.2532183
691.05,1.530685214,1.612124228,50459.17076,33.57704192,-100.2579393
692.05,1.530629774,1.608265458,50454.29598,33.57799909,-100.2626602
693.05,1.530581225,1.597682162,50450.05503,33.5789564,-100.2673809
694.05,1.530540259,1.589372821,50446.3848,33.57991386,-100.2721015
695.05,1.530507704,1.578219429,50443.19266,33.58087145,-100.276822
696.05,1.530483231,1.570129974,50440.3907,33.5818292,-100.2815424
697.283,1.530466519,1.564061697,50437.9031,33.5827871,-100.2862628
698.05,1.530457727,1.569447837,50435.66272,33.5837452,-100.2909831
699.05,1.53045169,1.564411021,50433.66385,33.58470348,-100.2957034
700.05,1.530452861,1.556268549,50431.92399,33.58566192,-100.3004237
701.05,1.530459719,1.550380214,50430.38151,33.58662051,-100.305144
702.05,1.530471282,1.548854003,50428.99075,33.58757928,-100.3098644
703.05,1.530487073,1.547699639,50427.72698,33.58853823,-100.3145848
704.05,1.530506355,1.546880776,50426.58072,33.58949737,-100.3193052
705.05,1.53052853,1.54575449,50425.54459,33.59045669,-100.3240258
706.05,1.530553074,1.543926103,50424.60864,33.59141621,-100.3287464
707.05,1.530579675,1.543157338,50423.7636,33.5923759,-100.3334671
708.05,1.530608015,1.541764027,50422.99819,33.59333577,-100.3381878
709.05,1.530637541,1.540691266,50422.30276,33.59429582,-100.3429087
710.05,1.530668217,1.53964832,50421.66769,33.59525606,-100.3476297
711.05,1.530699514,1.539501063,50421.08785,33.5962165,-100.3523508
712.05,1.530731032,1.538820876,50420.55853,33.59717714,-100.3570719
713.05,1.530762434,1.538174971,50420.07561,33.59813798,-100.3617932
714.05,1.530793625,1.537616639,50419.63418,33.599099,-100.3665146
715.05,1.530824399,1.536979331,50419.22946,33.60006021,-100.371236
716.05,1.530854633,1.536872635,50418.85869,33.60102161,-100.3759576
717.05,1.530884257,1.536438035,50418.519,33.60198321,-100.3806793
718.05,1.53091308,1.536046025,50418.20786,33.60294501,-100.385401
719.05,1.53094088,1.535597679,50417.92199,33.60390702,-100.3901228
720.05,1.530967381,1.535531186,50417.65951,33.60486923,-100.3948448
721.05,1.530992739,1.535235576,50417.41848,33.60583162,-100.3995668
722.05,1.531016856,1.534968815,50417.19728,33.6067942,-100.4042889
723.05,1.531039809,1.534744686,50416.99398,33.60775697,-100.409011
724.05,1.531061672,1.534477462,50416.80673,33.60871994,-100.4137333
725.05,1.531082336,1.534446817,50416.63457,33.60968311,-100.4184556
726.05,1.531101656,1.534253828,50416.47636,33.61064648,-100.4231779
727.05,1.5311196,1.534076672,50416.33104,33.61161005,-100.4279003
728.05,1.531136325,1.533872225,50416.19719,33.6125738,-100.4326228
729.05,1.531151828,1.533831679,50416.07396,33.61353774,-100.4373453
730.05,1.53116618,1.533713114,50415.96056,33.61450186,-100.4420679
731.05,1.531179566,1.533610737,50415.85637,33.61546619,-100.4467905
732.05,1.531192008,1.533456105,50415.76045,33.61643071,-100.4515132
733.05,1.531203371,1.533433418,50415.67219,33.61739544,-100.4562358
734.05,1.531213574,1.533340855,50415.59095,33.61836036,-100.4609585
735.283,1.531222767,1.533258491,50415.51623,33.61932547,-100.4656813
736.05,1.531230781,1.533401967,50415.44669,33.62029074,-100.4704041
737.05,1.531237812,1.533262315,50415.38256,33.6212562,-100.4751269
738.05,1.531244331,1.533109209,50415.32485,33.62222186,-100.4798497
739.05,1.531250572,1.532964836,50415.27216,33.62318772,-100.4845725
740.05,1.531256114,1.532908611,50415.2234,33.62415377,-100.4892954
741.05,1.531260765,1.532883364,50415.17797,33.62512001,-100.4940183
742.05,1.531264866,1.532911183,50415.13588,33.62608643,-100.4987412
743.05,1.531268391,1.532880862,50415.09716,33.62705304,-100.5034641
744.05,1.53127145,1.53283576,50415.06172,33.62801983,-100.508187
745.05,1.531274205,1.532792537,50415.02922,33.62898682,-100.5129099
746.05,1.531276584,1.532747748,50414.99932,33.62995401,-100.5176328
747.05,1.531278456,1.532745657,50414.97179,33.63092139,-100.5223557
748.05,1.531279808,1.532720659,50414.94645,33.63188896,-100.5270787
